time,x,y,radius,v_x,v_y,a_x,a_y,total_energy
128865600.0,-163744457403.9354,-70717470770.41171,178362574557.20145,10409.353425181524,-25130.99570891813,0.0038283887202697296,0.0016533931695506766,-373840424.8456118
128908800.0,-163291200989.8849,-71801586970.8026,178380167653.93152,10574.739817897176,-25059.56912399354,0.003816661965145605,0.0016782434348408776,-373824294.55773073
128952000.0,-162830810826.13882,-72882594354.4452,178397717233.52408,10739.619614791467,-24987.069007608414,0.003804778018776545,0.0017030075054240658,-373808171.4805533
128995200.0,-162363308944.31497,-73960446625.21042,178415222882.8798,10903.986025202614,-24913.499083374096,0.003792737538886047,0.0017276844388803357,-373792055.5903238
129038400.0,-161888717668.77393,-75035097648.70857,178432684190.961,11067.83228688249,-24838.863115614466,0.0037805411881530375,0.001752273297997372,-373775946.8631399
129081600.0,-161407059615.38712,-76106501454.04329,178450100748.80716,11231.151666210702,-24763.164909140978,0.0037681896341694734,0.0017767731507865871,-373759845.27495134
129124800.0,-160918357690.29535,-77174612235.55571,178467472149.5495,11393.937458406823,-24686.408309026996,0.003755683549398095,0.001801183070498944,-373743750.8015628
129168000.0,-160422635088.65854,-78239384354.55893,178484797988.42618,11556.18298774082,-24608.597200381442,0.003743023611130257,0.001825502135640416,-373727663.41863495
129211200.0,-159919915293.39612,-79300772341.06259,178502077862.79697,11717.881607741647,-24529.735508121776,0.003730210501443886,0.0018497294299871226,-373711583.1016851
129254400.0,-159410222073.91858,-80358730895.48775,178519311372.15787,11879.026701404022,-24449.827196746333,0.0037172449071615605,0.001873864042600134,-373695509.82608885
129297600.0,-158893579484.85016,-81413214890.37177,178536498118.1558,12039.6116813934,-24368.876270106008,0.0037041275198086893,0.001897905067839935,-373679443.5670811
129340800.0,-158370011864.74268,-82464179372.06343,178553637704.6029,12199.629990249136,-24286.886771175323,0.0036908590355718344,0.0019218516053805773,-373663384.29975766
129384000.0,-157839543834.78064,-83511579562.40819,178570729737.49106,12359.075100585838,-24203.86278182288,0.003677440155257128,0.0019457027602234973,-373647331.99907595
129427200.0,-157302200297.47766,-84555370860.42331,178587773825.006,12517.940515292947,-24119.808422581227,0.003663871584248838,0.0019694576427110207,-373631286.6398564
129470400.0,-156758006435.36432,-85595508843.96326,178604769577.54156,12676.219767732497,-24034.727852416112,0.003650154032468045,0.0019931153685395523,-373615248.19678366
129513600.0,-156206987709.6675,-86631949271.37494,178621716607.71344,12833.906421935117,-23948.625268495205,0.0036362882143314615,0.0020166750587724542,-373599216.6444083
129556800.0,-155649169858.98138,-87664648083.1431,178638614530.37347,12990.994072794236,-23861.504905956233,0.0036222748487103602,0.0020401358398526074,-373583191.95714706
129600000.0,-155084578897.92984,-88693561403.52553,178655462962.62305,13147.476346258523,-23773.371037674602,0.0036081146588896637,0.002063496843614686,-373567174.1092849
129643200.0,-154513241115.82098,-89718645542.17836,178672261523.82712,13303.346899522558,-23684.227974030448,0.0035938083725271406,0.0020867572072971086,-373551163.07497597
